"time","der_p","der_T"
0.982,1.2518821966137352E+003,1.5465611371022803E+000
0.984,1.2518789439118318E+003,1.5465066748594307E+000
0.986,1.2518756913974551E+003,1.5464522155377822E+000
0.988,1.2518724390705956E+003,1.5463977591371556E+000
0.99,1.2518691869312488E+003,1.5463433056573870E+000
0.992,1.2518659349794029E+003,1.5462888550982876E+000
0.994,1.2518626832150526E+003,1.5462344074596921E+000
0.996,1.2518594316381884E+003,1.5461799627414210E+000
0.998,1.2518561802488061E+003,1.5461255209433082E+000
1,1.2518529290468960E+003,1.5460710820651757E+000
